% Model:              Sph.mph
% Version:            COMSOL 6.1.0.282
% Date:               Jan 27 2025, 17:23
% Dimension:          3
% Nodes:              8372
% Expressions:        3
% Description:        magnetization deviation, X component, magnetization deviation, Y component, magnetization deviation, Z component
% Length unit:        nm
% x                       y                        z                        dm2X (1) @ lambda=2E-9                            dm2Y (1) @ lambda=2E-9                            dm2Z (1) @ lambda=2E-9
1.9561548068156653E-7     1.9165117870709875E-7    2.3454180754300156E-7    0.03104045745514908+0.012113805946972901i         0.01211380594695961-0.031040457455140332i         0
2.1623719065648937E-7     2.3856240013909E-7       1.8194118334589049E-7    0.03104045286045151+0.012113804153852634i         0.012113804153839343-0.03104045286044265i         0
1.5787100164116223E-7     2.867442524360349E-7     1.9640251014784344E-7    0.03104045357944168+0.01211380443444466i          0.012113804434431396-0.031040453579432824i        0
1.8534205979510193E-7     2.5187800607889214E-7    1.9434675122636615E-7    0.031040453711336017+0.012113804485917642i        0.012113804485904297-0.031040453711327215i        0
1.9242701946220166E-7     2.8898921690215924E-7    1.5906174241424015E-7    0.03104045057305002+0.012113803261174387i         0.012113803261161096-0.031040450573040997i        0
1.847694093656633E-7      2.775561023735293E-7     1.8664399466576807E-7    0.03104045291016963+0.012113804173255579i         0.012113804173242232-0.031040452910160773i        0
1.9733263596595887E-7     2.4064601676263816E-7    1.6751574756971157E-7    0.031040451591228764+0.012113803658527565i        0.01211380365851419-0.031040451591219962i         0
1.989075499674074E-7      2.740026826520871E-7     1.4124281319762163E-7    0.031040449207332448+0.012113802728191469i        0.01211380272817815-0.031040449207323594i         0
2.0324051604172604E-7     2.5133757880720326E-7    1.4199406179249493E-7    0.031040449424346916+0.012113802812883276i        0.012113802812869959-0.031040449424338337i        0
1.450212450614118E-7      2.908371485012381E-7     1.740054386374657E-7     0.031040451654767296+0.012113803683323984i        0.012113803683310694-0.03104045165475866i         0
1.6862225771227352E-7     2.9137490710718896E-7    1.498690535588057E-7     0.031040449721108972+0.012113802928697136i        0.012113802928683793-0.03104044972110028i         0
1.4266205041825042E-7     3.2512307405503583E-7    1.4887346781822166E-7    0.03104044934757311+0.01211380278292161i          0.012113802782908235-0.031040449347564197i        0
1.346343656078515E-7      3.1535710383539224E-7    1.7511347905102093E-7    0.031040451561735453+0.012113803647017536i        0.012113803647004272-0.03104045156172665i         0
1.667649140196732E-7      3.181296189737932E-7     1.37275143188931E-7      0.031040448503213063+0.012113802453402732i        0.012113802453389413-0.03104044850320426i         0
1.7510278821747926E-7     2.7638837285711685E-7    1.3205012434218717E-7    0.03104044835539185+0.012113802395714305i         0.012113802395700986-0.031040448355383214i        0
1.7894617826644528E-7     3.2664333450690633E-7    9.315839620309968E-8     0.031040444825752148+0.012113801018241966i        0.01211380101822862-0.031040444825743235i         0
1.9286529365236263E-7     2.9778660589935956E-7    5.879681165885199E-8     0.031040442196290163+0.01211379999207173i         0.012113799992058468-0.03104044219628131i         0
1.696124245293396E-7      3.1312479782443784E-7    4.788195476512299E-8     0.031040441122416572+0.012113799572983325i        0.01211379957296995-0.031040441122407714i         0
1.979145042667547E-7      2.814488450765896E-7     9.268762258162123E-8     0.031040445127136957+0.01211380113585997i         0.01211380113584671-0.03104044512712821i          0
1.648202120747839E-7      3.1123687366230545E-7    1.1381023373938042E-7    0.031040446592208656+0.012113801707616813i        0.012113801707603525-0.0310404465921998i          0
1.567991731944179E-7      3.286528059028345E-7     6.909721437668109E-8     0.031040442747025252+0.012113800207000897i        0.01211380020698755-0.03104044274701634i          0
1.9562537015790367E-7     3.0408640236406343E-7    8.211569742454937E-8     0.031040444101400316+0.012113800735557442i        0.012113800735544179-0.031040444101391514i        0
1.7630127353947038E-7     2.8743734714231307E-7    1.1101912825546099E-7    0.031040446544437984+0.012113801688973982i        0.012113801688960663-0.031040446544429348i        0
3.2238686404031233E-7     1.651254317647225E-7     -1.3310758045327921E-7   0.03104042749450214+0.012113794254572367i         0.01211379425455905-0.03104042749449334i          0
3.1282212819562756E-7     1.437041058849429E-7     -1.4625090059726258E-7   0.031040426507152902+0.012113793869250808i        0.012113793869237463-0.031040426507144045i        0
3.2381542091572897E-7     1.3552536503578525E-7    -1.6291678929416467E-7   0.031040425208767843+0.012113793362544839i        0.012113793362531577-0.031040425208759097i        0
3.1287137952944937E-7     1.2924435359554497E-7    -1.8818393087902496E-7   0.031040423116381548+0.01211379254597305i         0.012113792545959732-0.031040423116372746i        0
3.579196138026035E-7      -1.0101170580106076E-7   9.755833900106925E-8     0.031040448411078836+0.012113802417446612i        0.012113802417433237-0.031040448411069867i        0
3.5529296640990927E-7     5.807749799319606E-8     -4.867736153814126E-8    0.031040435272405038+0.012113797289965873i        0.012113797289952554-0.031040435272395903i        0
3.5777372946737884E-7     5.0998946979278165E-8    -2.528222325536113E-8    0.031040437266315123+0.012113798068106613i        0.012113798068093295-0.03104043726630632i         0
3.8097146252448615E-7     1.9484668850605582E-8    -4.5392582851435E-8      0.031040435865275894+0.01211379752133897i         0.012113797521325652-0.031040435865267207i        0
3.6811243944609905E-7     3.729883484576637E-8     -6.506169952073102E-8    0.031040434081554092+0.012113796825226154i        0.012113796825212783-0.0310404340815454i          0
3.725147612782408E-7      3.0220283831848475E-8    -2.2157549478078744E-8   0.03104043770094119+0.012113798237723118i         0.012113798237709798-0.031040437700932445i        0
3.631222939562786E-7      8.991111638157698E-9     -1.7447805389292305E-8   0.031040438194971154+0.012113798430522535i        0.012113798430509217-0.031040438194962352i        0
3.715789952025239E-7      -1.7445033430851967E-9   -4.068283876264856E-8    0.031040436359305965+0.012113797714138359i        0.012113797714125012-0.031040436359297107i        0
3.728110670431421E-7      -3.054848686535689E-8    -6.109909687095775E-8    0.031040434847742354+0.012113797124237775i        0.0121137971242244-0.03104043484773372i           0
3.594837762039594E-7      -1.1907097379655494E-8   -6.067705930318452E-8    0.03104043472524584+0.01211379707643238i          0.012113797076419089-0.031040434725237095i        0
3.7513320390604644E-7     -6.845942953997126E-8    -7.708205032480084E-8    0.031040433764316457+0.012113796701421386i        0.012113796701408068-0.03104043376430782i         0
3.786470371933872E-7      -3.9655074429724455E-8   -8.149655804453993E-8    0.031040433229342187+0.012113796492643023i        0.012113796492629706-0.031040433229333385i        0
3.7289763470272077E-7     -2.5893676367816817E-8   -1.0635916715665736E-7   0.031040431061828265+0.012113795646752159i        0.012113795646738867-0.031040431061819574i        0
2.2451058357617694E-7     -3.819606919422391E-8    3.1216189167123903E-7    0.031040465420205277+0.012113809055404769i        0.01211380905539148-0.03104046542019664i          0
2.450869119016592E-7      -2.2125369093813518E-8   2.9785328039567167E-7    0.03104046419622585+0.012113808577736265i         0.012113808577722948-0.031040464196217157i        0
2.4132649653081077E-7     -2.201111289858452E-9    2.8802621680679005E-7    0.031040463244651643+0.012113808206376194i        0.012113808206362875-0.03104046324464273i         0
2.6937765702856737E-7     -5.1999048665725866E-8   2.682281753275705E-7     0.03104046199851549+0.012113807720060824i         0.01211380772004745-0.031040461998506578i         0
2.4000608327750935E-7     -1.0320728978976663E-7   2.8046064632481683E-7    0.031040463241700227+0.012113808205224352i        0.01211380820521109-0.03104046324169148i          0
2.6338252514637483E-7     -8.789867781859855E-8    2.6477160267469774E-7    0.031040461916573416+0.01211380768808221i         0.01211380768806892-0.031040461916564503i         0
2.491471843236407E-7      -3.9070289065661016E-8   2.74019569904393E-7      0.031040462335882573+0.012113807851721274i        0.012113807851707955-0.031040462335873827i        0
2.9646129550143327E-7     -2.8589262917620924E-8   2.3981530536284906E-7    0.03104045957819705+0.012113806775510716i         0.012113806775497424-0.03104045957818819i         0
2.729316589041073E-7      -4.553418288946842E-8    2.4357150389087776E-7    0.03104045992245538+0.012113806909860499i         0.012113806909847182-0.031040459922446632i        0
3.1250618696505494E-7     -4.606159399965223E-8    2.156684414459399E-7     0.031040457732379026+0.012113806055164331i        0.012113806055151013-0.031040457732370224i        0
2.917347830233436E-7      -4.960894294457774E-9    2.0712103954329194E-7    0.031040456702265105+0.012113805653153495i        0.012113805653140148-0.03104045670225619i         0
2.886066967065231E-7      -1.1958443006052956E-9   2.3511573980279356E-7    0.031040458993022876+0.01211380654714142i         0.012113806547128073-0.031040458993013963i        0
3.104692260192604E-7      -3.159236605873377E-8    1.958513448079627E-7     0.031040455990835214+0.012113805375511912i        0.012113805375498509-0.03104045599082658i         0
2.524975267750483E-7      -1.255609627270844E-8    2.5589390779658264E-7    0.031040460676457417+0.012113807204116284i        0.012113807204102881-0.031040460676448504i        0
2.5270118619918064E-7     -3.260542328940358E-8    2.4936289846770023E-7    0.031040460259822246+0.01211380704152084i         0.012113807041507493-0.03104046025981361i         0
3.265806644931162E-7      -1.2231548656067007E-7   1.721513806162426E-7     0.031040454638623476+0.012113804847799508i        0.012113804847786246-0.031040454638614563i        0
3.156568562377586E-7      -1.5258051590055838E-7   1.6998000263965795E-7    0.03104045461295696+0.012113804837782963i         0.012113804837769672-0.031040454612948215i        0
3.0193159720946164E-7     -5.0963038632302005E-8   1.8025110352703093E-7    0.031040454789946555+0.012113804906854703i        0.012113804906841413-0.031040454789937864i        0
3.039685581552561E-7      -6.543226657322047E-8    2.000682001650081E-7     0.03104045653149064+0.012113805586507206i         0.01211380558649386-0.031040456531481617i         0
3.148100282167117E-7      -8.990496098559206E-8    2.0168449910133402E-7    0.031040456851798397+0.012113805711510132i        0.012113805711496787-0.03104045685178954i         0
3.177714813796487E-7      -4.6407203961665094E-8   1.6237089503503371E-7    0.03104045332648838+0.01211380433572751i          0.012113804335714247-0.031040453326479634i        0
3.143245509024069E-7      -1.0583264003070645E-7   1.77918458887346E-7      0.03104045497661029+0.012113804979701784i         0.012113804979688437-0.031040454976601545i        0
3.2244227174288E-7        -6.477295600892126E-8    1.5084790550795843E-7    0.03104045249884715+0.012113804012733403i         0.012113804012720084-0.03104045249883835i         0
3.152646290264388E-7      -9.313576267659347E-8    1.5648057190501613E-7    0.031040453120808803+0.012113804255459253i        0.01211380425544599-0.031040453120799946i         0
3.417696108884399E-7      -9.46519161895246E-8     1.1365648315090916E-7    0.031040449657640003+0.012113802903927901i        0.012113802903914499-0.031040449657631256i        0
3.468433154996512E-7      -9.087734969664926E-8    1.40083332619373E-7      0.03104045184367193+0.012113803757045613i         0.012113803757032294-0.03104045184366313i         0
3.275207426171481E-7      -1.0961860920655712E-7   1.5071349363391265E-7    0.03104045278282215+0.012113804123557143i         0.012113804123543823-0.031040452782813404i        0
3.425458361138578E-7      -6.082298090533049E-8    1.3902804368851104E-7    0.031040451555499664+0.012113803644583959i        0.012113803644570615-0.031040451555490973i        0
3.374721315026465E-7      -6.459754739820585E-8    1.1260119422004717E-7    0.03104044936946846+0.012113802791466415i         0.012113802791453097-0.031040449369459714i        0
3.078841436978492E-7      8.53123095082516E-8      6.730916445370561E-8     0.031040444583865782+0.012113800923843749i        0.012113800923830404-0.03104044458385709i         0
2.937629669571893E-7      9.328076176149835E-8     1.1537639472551339E-7    0.031040448480570533+0.012113802444566278i        0.012113802444552988-0.031040448480561564i        0
3.0754728873312717E-7     7.978994080170592E-8     9.382436782940253E-8     0.03104044681833452+0.01211380179586442i          0.01211380179585102-0.031040446818325608i         0
2.83345319931973E-7       7.215168071617676E-8     1.274167714247049E-7     0.031040449579330883+0.012113802873367078i        0.012113802873353705-0.031040449579322026i        0
2.8125589027662946E-7     6.996426539321784E-8     1.556008417002246E-7     0.031040451926118127+0.01211380378922099i         0.01211380378920756-0.031040451926109158i         0
2.841908581482818E-7      3.838815843209685E-8     1.5995569847719112E-7    0.031040452493443785+0.012113804010624687i        0.01211380401061137-0.03104045249343504i          0
3.740533497153776E-7      -3.0616208879420993E-8   8.35262596942144E-8      0.031040446857846224+0.012113801811284228i        0.01211380181127088-0.031040446857837533i         0
3.413048434109754E-7      4.228800221430352E-8     1.02440402458467E-7      0.031040447872077277+0.012113802207096583i        0.012113802207083264-0.031040447872068534i        0
3.6821207495762225E-7     -1.7348284653724632E-8   1.0856541803389553E-7    0.03104044883563004+0.012113802583131376i         0.012113802583118085-0.03104044883562118i         0
3.681763480791943E-7      1.2018904950887292E-8    1.094413559941617E-7     0.031040448725298434+0.012113802540073514i        0.012113802540060142-0.031040448725289466i        0
